cust_id,date_of_complaint,issue_type,feedback_text,priority_level,days_to_resolve,is_escalated,is_resolved
C00751,2023-05-27,Outage,Could you send me a copy of last month's bill?,1,7,0,0
C00752,2024-09-06,Account Management,Calling to update my billing address.,1,8,0,1
C00752,2023-12-13,Technical,The technician did not show up at the agreed time without any notice.,3,9,0,0
C00752,2022-09-17,Service Quality,I waited longer than usual for a callback but it came eventually.,2,10,0,1
C00752,2023-09-24,Billing,The rate increase was not communicated clearly and came as a surprise.,3,16,1,0
C00753,2022-09-17,Technical,I have been without power for five days and your team does not care at all.,5,18,1,1
C00754,2022-03-15,Outage,I am switching providers immediately. I cannot tolerate this incompetence.,5,9,0,0
C00755,2024-07-17,Account Management,I would like to check my current balance please.,1,3,1,1
C00756,2024-10-16,Technical,The technician arrived a bit late but did a good job.,2,11,0,1
C00757,2022-02-26,Service Quality,The worst customer experience I have ever had in my life.,5,23,1,0
C00757,2022-11-16,Outage,I have been waiting over a week for someone to call me back.,3,19,0,0
C00758,2024-08-18,Service Quality,The technician did not show up at the agreed time without any notice.,3,7,0,1
C00758,2024-06-08,Outage,I would like to check my current balance please.,1,4,0,1
C00758,2024-02-24,Account Management,The worst customer experience I have ever had in my life.,5,22,1,0
C00758,2024-02-27,Account Management,Response time was a bit slower than last time I called.,2,4,0,1
C00759,2024-08-06,Outage,I am switching providers immediately. I cannot tolerate this incompetence.,5,7,0,1
C00760,2024-04-06,Outage,Response time was a bit slower than last time I called.,2,11,0,1
C00760,2024-01-20,Billing,My power has been out for two days and nobody has given me an update.,4,17,0,1
C00760,2023-11-03,Technical,The customer service agent I spoke to was not very helpful.,3,9,0,0
C00760,2023-08-02,Technical,My account was charged incorrectly and I am still waiting for a credit.,3,4,1,0
C00761,2024-09-28,Service Quality,Response time was a bit slower than last time I called.,2,8,0,1
C00761,2023-04-25,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,12,0,0
C00762,2023-06-02,Meter Reading,"Three technicians, three no-shows. I have lost my patience entirely.",5,26,0,0
C00763,2024-10-20,Meter Reading,The customer service agent I spoke to was not very helpful.,3,11,0,1
C00763,2023-09-26,Service Quality,The website was slow when I tried to log in yesterday.,2,5,0,1
C00764,2024-12-20,Account Management,Quick question about the new tariff letter I received.,1,5,0,0
C00764,2023-05-10,Billing,I would like to know my current contract end date.,1,8,0,1
C00765,2024-08-14,Meter Reading,My power has been out for two days and nobody has given me an update.,4,5,0,0
C00766,2022-12-21,Technical,I waited longer than usual for a callback but it came eventually.,2,1,0,0
C00766,2024-10-20,Service Quality,Can you confirm my direct debit amount?,1,2,0,1
C00766,2022-02-22,Meter Reading,"There was a small discrepancy on my statement, now resolved.",2,8,1,1
C00767,2024-09-09,Meter Reading,My bill was slightly higher than I expected this month.,2,9,1,0
C00767,2024-01-04,Outage,I would like to know my current contract end date.,1,8,0,1
C00767,2023-05-06,Account Management,My bill has errors and I have had to call twice about the same issue.,3,11,0,1
C00768,2023-09-19,Technical,My power has been out for two days and nobody has given me an update.,4,5,1,1
C00769,2022-02-20,Technical,I want a full refund and I am cancelling everything today.,5,19,0,1
C00769,2023-08-17,Technical,I have been waiting over a week for someone to call me back.,3,13,1,1
C00770,2022-04-22,Outage,I have escalated this complaint twice and it is still not resolved.,4,21,1,0
C00770,2022-04-17,Service Quality,The website was slow when I tried to log in yesterday.,2,10,0,0
C00771,2023-02-24,Account Management,The level of service I am receiving is completely unacceptable.,4,9,0,0
C00771,2023-01-19,Outage,I took a day off work for the technician and nobody came.,4,8,1,0
C00772,2024-01-18,Service Quality,Could you send me a copy of last month's bill?,1,1,0,1
C00772,2024-05-02,Outage,Your company has overcharged me for months and nobody will fix it.,5,2,0,0
C00773,2024-07-24,Billing,I want a full refund and I am cancelling everything today.,5,8,0,0
C00773,2023-01-17,Outage,The rate increase was not communicated clearly and came as a surprise.,3,7,1,1
C00773,2024-11-28,Technical,Could you send me a copy of last month's bill?,1,8,0,1
C00774,2022-02-03,Account Management,The level of service I am receiving is completely unacceptable.,4,8,0,1
C00775,2024-05-03,Billing,I feel like loyal customers are not being valued the way they should be.,3,11,0,0
C00775,2024-10-26,Billing,Quick question about the new tariff letter I received.,1,4,1,0
C00775,2023-05-04,Account Management,"There was a small discrepancy on my statement, now resolved.",2,4,1,1
C00776,2023-11-22,Account Management,This is the third billing error in a row. I am losing patience.,4,8,1,0
C00777,2024-09-09,Billing,Response time was a bit slower than last time I called.,2,4,0,0
C00777,2023-12-17,Service Quality,I waited longer than usual for a callback but it came eventually.,2,7,0,1
C00778,2022-04-28,Meter Reading,I took a day off work for the technician and nobody came.,4,20,0,0
C00778,2024-07-26,Outage,"Everything is fine, just updating my details.",1,7,0,1
C00778,2022-02-28,Billing,I want a full refund and I am cancelling everything today.,5,4,0,0
C00778,2024-05-04,Account Management,I want a full refund and I am cancelling everything today.,5,27,0,0
C00780,2024-08-06,Outage,The customer service agent I spoke to was not very helpful.,3,14,0,0
C00781,2024-06-17,Service Quality,My bill was slightly higher than I expected this month.,2,7,0,0
C00781,2024-12-22,Service Quality,The level of service I am receiving is completely unacceptable.,4,6,1,0
C00781,2024-09-21,Meter Reading,I would like to check my current balance please.,1,1,0,1
C00781,2024-03-16,Meter Reading,The email confirmation for my account change took two days to arrive.,2,11,0,1
C00781,2024-09-13,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,13,0,1
C00781,2024-02-11,Meter Reading,"There was a small discrepancy on my statement, now resolved.",2,4,1,1
C00782,2023-11-08,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,17,1,0
C00782,2022-12-15,Outage,Could you send me a copy of last month's bill?,1,2,0,0
C00782,2024-10-18,Outage,The worst customer experience I have ever had in my life.,5,3,1,1
C00783,2024-02-26,Technical,The website was slow when I tried to log in yesterday.,2,5,1,0
C00783,2022-06-20,Service Quality,My bill was slightly higher than I expected this month.,2,9,0,1
C00784,2023-12-22,Service Quality,My meter reading submission didn't go through on the first try.,2,11,0,1
C00785,2024-06-03,Meter Reading,I am not satisfied with how my previous complaint was handled.,3,12,1,1
C00786,2024-03-16,Account Management,I would like to know my current contract end date.,1,4,0,1
C00787,2023-07-26,Outage,I want a formal complaint registered. This has gone on too long.,4,14,0,1
C00787,2023-09-24,Outage,Calling to update my billing address.,1,5,0,0
C00789,2024-12-16,Billing,The rate increase was not communicated clearly and came as a surprise.,3,6,0,1
C00789,2023-09-12,Outage,The website was slow when I tried to log in yesterday.,2,7,1,1
C00790,2024-11-14,Service Quality,The email confirmation for my account change took two days to arrive.,2,10,1,1
C00790,2023-05-03,Meter Reading,I want to cancel my account. I have had enough of this terrible service.,5,24,1,0
C00790,2024-07-24,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,5,0,0
C00791,2024-12-21,Service Quality,I need to change my contact phone number on the account.,1,7,0,0
C00791,2023-01-03,Billing,I had trouble navigating the new online portal at first.,2,13,0,0
C00792,2024-07-02,Service Quality,The worst customer experience I have ever had in my life.,5,13,1,0
C00792,2023-02-06,Service Quality,I have been without power for five days and your team does not care at all.,5,7,0,0
C00793,2024-05-26,Outage,I am considering switching providers if this is not fixed immediately.,4,19,1,1
C00793,2024-10-27,Outage,I have been waiting over a week for someone to call me back.,3,12,0,1
C00793,2024-09-10,Service Quality,My account was charged incorrectly and I am still waiting for a credit.,3,11,1,1
C00793,2024-04-16,Meter Reading,My bill was slightly higher than I expected this month.,2,8,0,0
C00793,2024-08-20,Service Quality,This is the third billing error in a row. I am losing patience.,4,6,0,0
C00795,2024-12-20,Meter Reading,Calling to update my billing address.,1,5,1,0
C00795,2024-01-23,Technical,Response time was a bit slower than last time I called.,2,1,0,1
C00795,2024-09-06,Billing,I waited longer than usual for a callback but it came eventually.,2,12,1,1
C00795,2024-10-25,Billing,Nobody in your company seems to take responsibility for anything.,4,23,1,1
C00795,2024-09-17,Account Management,The technician did not show up at the agreed time without any notice.,3,16,0,1
C00796,2023-03-07,Account Management,I waited longer than usual for a callback but it came eventually.,2,3,0,1
C00796,2022-12-12,Outage,The email confirmation for my account change took two days to arrive.,2,8,0,1
C00796,2023-03-09,Service Quality,I have escalated this complaint twice and it is still not resolved.,4,15,0,1
C00797,2023-02-24,Account Management,Quick question about the new tariff letter I received.,1,3,1,1
C00799,2024-02-24,Technical,I would like to know my current contract end date.,1,9,0,1
C00799,2023-03-16,Meter Reading,"Everything is fine, just updating my details.",1,7,0,1
C00799,2024-01-03,Billing,I have been trying to get this resolved for two weeks now.,3,2,1,0
C00799,2024-11-22,Service Quality,This is the third billing error in a row. I am losing patience.,4,9,1,0
C00799,2024-12-17,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,3,1,0
C00800,2024-06-12,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,5,1,1
C00800,2024-05-20,Outage,My bill has errors and I have had to call twice about the same issue.,3,4,0,0
C00801,2022-11-28,Account Management,The worst customer experience I have ever had in my life.,5,13,1,0
C00801,2023-11-17,Service Quality,This is the third billing error in a row. I am losing patience.,4,17,1,0
C00801,2024-08-11,Outage,Your company has overcharged me for months and nobody will fix it.,5,19,1,0
C00802,2023-12-13,Billing,The level of service I am receiving is completely unacceptable.,4,19,0,0
C00802,2024-01-20,Account Management,Could you send me a copy of last month's bill?,1,6,0,1
C00802,2024-04-06,Account Management,I have escalated this complaint twice and it is still not resolved.,4,5,1,0
C00802,2024-07-22,Outage,My bill has errors and I have had to call twice about the same issue.,3,19,0,0
C00803,2024-10-07,Technical,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,22,0,0
C00804,2023-09-22,Service Quality,The online chat bot could not help me and I had to call anyway.,3,15,1,1
C00804,2024-10-23,Meter Reading,Just checking when my next meter read is scheduled.,1,9,0,1
C00805,2024-01-14,Meter Reading,I feel like loyal customers are not being valued the way they should be.,3,13,0,1
C00805,2024-03-11,Account Management,I am not satisfied with how my previous complaint was handled.,3,18,1,1
C00806,2022-09-12,Service Quality,I have been waiting over a week for someone to call me back.,3,17,0,1
C00806,2023-12-13,Outage,I would like to know my current contract end date.,1,3,0,1
C00806,2024-09-09,Outage,I want to switch to paperless billing.,1,4,0,1
C00807,2023-12-17,Account Management,I had trouble navigating the new online portal at first.,2,10,0,1
C00807,2024-11-19,Service Quality,I waited longer than usual for a callback but it came eventually.,2,10,0,0
C00807,2024-05-02,Account Management,Nobody in your company seems to take responsibility for anything.,4,5,1,1
C00808,2022-04-05,Meter Reading,Calling to update my billing address.,1,6,0,1
C00808,2023-10-04,Technical,I need to change my contact phone number on the account.,1,9,0,1
C00809,2024-02-24,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,13,0,1
C00810,2022-08-09,Outage,My bill was slightly higher than I expected this month.,2,8,0,0
C00810,2023-01-25,Billing,My power has been out for two days and nobody has given me an update.,4,14,0,1
C00810,2023-06-24,Account Management,The level of service I am receiving is completely unacceptable.,4,22,0,0
C00812,2024-10-05,Service Quality,Could you send me a copy of last month's bill?,1,6,0,1
C00812,2024-05-07,Outage,Just checking when my next meter read is scheduled.,1,1,0,1
C00812,2023-09-27,Account Management,The online chat bot could not help me and I had to call anyway.,3,13,1,1
C00814,2023-06-14,Billing,I am considering switching providers if this is not fixed immediately.,4,21,0,0
C00815,2024-01-09,Technical,The technician arrived a bit late but did a good job.,2,4,0,1
C00816,2023-12-16,Account Management,I have been waiting over a week for someone to call me back.,3,7,0,1
C00816,2024-10-26,Technical,My account was charged incorrectly and I am still waiting for a credit.,3,13,0,1
C00816,2022-05-05,Meter Reading,My bill has errors and I have had to call twice about the same issue.,3,18,0,1
C00816,2022-01-06,Account Management,Just checking when my next meter read is scheduled.,1,3,0,1
C00817,2024-11-27,Outage,I would like to know my current contract end date.,1,7,0,1
C00817,2024-04-23,Outage,I was treated rudely on my last call and I want this addressed.,4,10,1,1
C00818,2022-06-07,Service Quality,I was treated rudely on my last call and I want this addressed.,4,20,0,1
C00818,2024-01-03,Outage,I was on hold for about 20 minutes which felt long.,2,3,0,1
C00818,2022-11-13,Meter Reading,The email confirmation for my account change took two days to arrive.,2,1,1,0
C00819,2023-09-11,Service Quality,My bill was slightly higher than I expected this month.,2,1,0,1
C00819,2022-05-25,Service Quality,"There was a small discrepancy on my statement, now resolved.",2,13,0,0
C00822,2022-01-15,Outage,I am contacting my lawyer. This is negligent and completely unacceptable.,5,5,1,0
C00822,2023-08-19,Outage,I waited longer than usual for a callback but it came eventually.,2,2,1,1
C00822,2023-11-09,Technical,The email confirmation for my account change took two days to arrive.,2,11,0,1
C00822,2022-06-21,Account Management,"Everything is fine, just updating my details.",1,5,0,1
C00823,2022-12-08,Account Management,I took a day off work for the technician and nobody came.,4,15,0,0
C00824,2024-09-13,Service Quality,The customer service agent I spoke to was not very helpful.,3,4,0,1
C00824,2022-03-08,Billing,The level of service I am receiving is completely unacceptable.,4,15,0,1
C00824,2022-04-23,Billing,My meter reading submission didn't go through on the first try.,2,11,0,1
C00824,2022-04-22,Meter Reading,I have been trying to get this resolved for two weeks now.,3,10,0,0
C00824,2023-02-27,Billing,My account was charged incorrectly and I am still waiting for a credit.,3,18,0,1
C00825,2022-01-27,Account Management,I am not satisfied with how my previous complaint was handled.,3,16,0,1
C00825,2024-07-13,Service Quality,The worst customer experience I have ever had in my life.,5,5,1,0
C00826,2024-11-17,Service Quality,I had trouble navigating the new online portal at first.,2,6,0,1
C00826,2024-09-02,Outage,My account was charged incorrectly and I am still waiting for a credit.,3,5,1,1
C00827,2024-12-12,Billing,I have been trying to get this resolved for two weeks now.,3,18,0,1
C00827,2023-09-07,Meter Reading,I took a day off work for the technician and nobody came.,4,6,1,1
C00827,2024-12-19,Technical,My meter reading submission didn't go through on the first try.,2,9,0,1
C00828,2023-02-07,Service Quality,I was treated rudely on my last call and I want this addressed.,4,23,0,0
C00828,2022-12-16,Outage,I was treated rudely on my last call and I want this addressed.,4,20,1,0
C00828,2024-10-14,Billing,I need to change my contact phone number on the account.,1,3,0,1
C00828,2022-12-07,Meter Reading,I had trouble navigating the new online portal at first.,2,9,0,1
C00828,2024-05-06,Technical,I have been trying to get this resolved for two weeks now.,3,14,0,0
C00829,2024-02-22,Meter Reading,Response time was a bit slower than last time I called.,2,5,0,1
C00829,2023-05-23,Outage,I took a day off work for the technician and nobody came.,4,23,0,1
C00829,2024-12-12,Billing,I was treated rudely on my last call and I want this addressed.,4,5,0,0
C00829,2023-01-19,Outage,The website was slow when I tried to log in yesterday.,2,11,0,1
C00829,2024-04-04,Technical,The technician arrived a bit late but did a good job.,2,12,0,1
C00830,2024-10-24,Meter Reading,I would like to check my current balance please.,1,5,0,1
C00830,2023-01-16,Technical,The rate increase was not communicated clearly and came as a surprise.,3,6,0,1
C00830,2023-07-15,Account Management,I took a day off work for the technician and nobody came.,4,16,1,1
C00830,2023-10-20,Meter Reading,The customer service agent I spoke to was not very helpful.,3,11,0,0
C00831,2024-08-09,Service Quality,Response time was a bit slower than last time I called.,2,11,1,1
C00831,2022-08-16,Outage,I want to switch to paperless billing.,1,5,0,1
C00833,2022-08-21,Service Quality,My meter reading submission didn't go through on the first try.,2,7,0,1
C00833,2022-02-10,Service Quality,Can you confirm my direct debit amount?,1,3,0,1
C00833,2024-09-17,Account Management,My bill has errors and I have had to call twice about the same issue.,3,16,0,1
C00834,2022-04-08,Meter Reading,I am considering switching providers if this is not fixed immediately.,4,13,1,0
C00834,2022-03-27,Meter Reading,"Everything is fine, just updating my details.",1,9,0,1
C00834,2022-10-01,Technical,Response time was a bit slower than last time I called.,2,7,0,1
C00835,2023-11-23,Outage,The level of service I am receiving is completely unacceptable.,4,10,0,0
C00835,2024-02-04,Service Quality,Quick question about the new tariff letter I received.,1,5,0,1
C00836,2024-08-25,Technical,Quick question about the new tariff letter I received.,1,5,0,1
C00836,2022-06-21,Outage,I waited longer than usual for a callback but it came eventually.,2,3,0,1
C00837,2022-03-21,Billing,I had trouble navigating the new online portal at first.,2,5,0,0
C00837,2022-06-22,Service Quality,I feel like loyal customers are not being valued the way they should be.,3,5,1,1
C00838,2024-12-16,Account Management,I want a formal complaint registered. This has gone on too long.,4,22,0,1
C00838,2022-01-06,Account Management,The technician did not show up at the agreed time without any notice.,3,14,0,0
C00839,2023-12-12,Outage,My bill has errors and I have had to call twice about the same issue.,3,16,0,0
C00839,2024-01-25,Account Management,I would like to know my current contract end date.,1,5,0,0
C00840,2024-04-16,Outage,I need to change my contact phone number on the account.,1,4,0,1
C00840,2022-06-23,Technical,I need to change my contact phone number on the account.,1,8,0,0
C00841,2023-07-17,Meter Reading,My bill was slightly higher than I expected this month.,2,14,0,1
C00841,2022-01-28,Technical,I want to switch to paperless billing.,1,6,1,1
C00843,2024-09-14,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,17,1,0
C00844,2023-11-19,Billing,I was on hold for about 20 minutes which felt long.,2,5,1,0
C00845,2024-05-18,Meter Reading,The online chat bot could not help me and I had to call anyway.,3,16,0,1
C00845,2024-04-26,Billing,I need to change my contact phone number on the account.,1,3,1,1
C00845,2024-03-22,Meter Reading,My account was charged incorrectly and I am still waiting for a credit.,3,5,1,1
C00846,2023-03-08,Technical,I am switching providers immediately. I cannot tolerate this incompetence.,5,25,1,0
C00846,2023-05-21,Account Management,I was treated rudely on my last call and I want this addressed.,4,1,0,0
C00846,2024-08-15,Account Management,I have been trying to get this resolved for two weeks now.,3,7,0,1
C00846,2024-04-27,Service Quality,The website was slow when I tried to log in yesterday.,2,4,1,1
C00847,2024-11-17,Account Management,I have been waiting over a week for someone to call me back.,3,13,0,0
C00848,2023-02-12,Account Management,I was treated rudely on my last call and I want this addressed.,4,5,1,0
C00848,2022-10-27,Meter Reading,"Three technicians, three no-shows. I have lost my patience entirely.",5,11,0,0
C00849,2024-02-09,Technical,The worst customer experience I have ever had in my life.,5,27,0,1
C00849,2024-11-03,Outage,I waited longer than usual for a callback but it came eventually.,2,11,1,1
C00850,2024-06-25,Account Management,My account was charged incorrectly and I am still waiting for a credit.,3,18,0,0
C00851,2023-04-06,Technical,I am not satisfied with how my previous complaint was handled.,3,17,0,1
C00851,2022-12-11,Account Management,The email confirmation for my account change took two days to arrive.,2,5,0,1
C00851,2024-11-08,Service Quality,I am switching providers immediately. I cannot tolerate this incompetence.,5,3,1,0
C00851,2023-05-10,Service Quality,I took a day off work for the technician and nobody came.,4,10,1,1
C00852,2023-10-07,Billing,I would like to check my current balance please.,1,8,0,1
C00852,2023-08-14,Meter Reading,The technician arrived a bit late but did a good job.,2,9,0,0
C00852,2024-10-08,Outage,Quick question about the new tariff letter I received.,1,7,0,1
C00852,2023-05-08,Account Management,The technician arrived a bit late but did a good job.,2,10,0,1
C00852,2024-11-08,Outage,I was treated rudely on my last call and I want this addressed.,4,7,0,0
C00852,2023-10-25,Technical,I want to switch to paperless billing.,1,4,0,1
C00853,2024-08-17,Meter Reading,Quick question about the new tariff letter I received.,1,1,1,1
C00853,2024-07-06,Meter Reading,The website was slow when I tried to log in yesterday.,2,4,0,1
C00854,2024-11-16,Technical,I am considering switching providers if this is not fixed immediately.,4,19,1,0
C00854,2023-06-27,Outage,I am not satisfied with how my previous complaint was handled.,3,4,0,0
C00854,2024-05-11,Billing,The website was slow when I tried to log in yesterday.,2,5,0,1
C00855,2022-10-06,Account Management,Calling to update my billing address.,1,1,0,0
C00855,2024-08-07,Meter Reading,The customer service agent I spoke to was not very helpful.,3,7,1,1
C00855,2022-05-11,Outage,I want a full refund and I am cancelling everything today.,5,22,0,0
C00855,2022-04-16,Outage,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,23,0,1
C00856,2024-08-17,Account Management,Just checking when my next meter read is scheduled.,1,7,0,1
C00856,2024-12-19,Billing,The worst customer experience I have ever had in my life.,5,17,1,0
C00857,2023-01-20,Account Management,The online chat bot could not help me and I had to call anyway.,3,3,0,1
C00857,2024-11-02,Account Management,I feel like loyal customers are not being valued the way they should be.,3,5,0,1
C00857,2024-06-26,Outage,I have been waiting over a week for someone to call me back.,3,17,0,1
C00857,2024-03-15,Account Management,Quick question about the new tariff letter I received.,1,5,0,1
C00857,2024-01-23,Service Quality,My bill was slightly higher than I expected this month.,2,1,0,1
C00858,2024-01-28,Account Management,Response time was a bit slower than last time I called.,2,8,1,0
C00858,2022-09-07,Service Quality,I have been waiting over a week for someone to call me back.,3,15,0,1
C00859,2022-01-02,Account Management,The customer service agent I spoke to was not very helpful.,3,11,0,0
C00859,2022-04-26,Account Management,I feel like loyal customers are not being valued the way they should be.,3,7,0,1
C00860,2023-03-12,Outage,I have been trying to get this resolved for two weeks now.,3,8,0,0
C00860,2023-12-18,Billing,I would like to check my current balance please.,1,9,0,0
C00860,2022-05-25,Service Quality,The technician did not show up at the agreed time without any notice.,3,3,0,0
C00861,2022-11-25,Billing,My meter reading submission didn't go through on the first try.,2,11,0,1
C00862,2024-06-16,Service Quality,I waited longer than usual for a callback but it came eventually.,2,4,0,0
C00862,2024-05-17,Account Management,The customer service agent I spoke to was not very helpful.,3,3,0,1
C00862,2024-07-08,Technical,I am contacting my lawyer. This is negligent and completely unacceptable.,5,5,1,0
C00862,2023-12-23,Outage,I am not satisfied with how my previous complaint was handled.,3,2,0,0
C00863,2024-08-14,Service Quality,I want to switch to paperless billing.,1,2,0,1
C00863,2022-01-23,Service Quality,My bill has errors and I have had to call twice about the same issue.,3,8,0,1
C00864,2023-10-05,Outage,The website was slow when I tried to log in yesterday.,2,1,0,0
C00865,2024-10-12,Technical,Quick question about the new tariff letter I received.,1,9,0,1
C00865,2023-01-23,Service Quality,I had trouble navigating the new online portal at first.,2,3,0,0
C00867,2022-05-07,Account Management,The rate increase was not communicated clearly and came as a surprise.,3,13,0,0
C00867,2024-12-16,Service Quality,The email confirmation for my account change took two days to arrive.,2,13,1,1
C00868,2023-10-08,Account Management,I have been trying to get this resolved for two weeks now.,3,4,1,1
C00868,2022-07-12,Meter Reading,I had trouble navigating the new online portal at first.,2,11,0,1
C00868,2024-06-26,Meter Reading,The rate increase was not communicated clearly and came as a surprise.,3,12,0,1
C00869,2024-06-01,Technical,I have been waiting over a week for someone to call me back.,3,12,1,1
C00870,2022-05-13,Meter Reading,I have been without power for five days and your team does not care at all.,5,18,1,0
C00870,2022-02-11,Billing,The rate increase was not communicated clearly and came as a surprise.,3,9,0,1
C00871,2024-09-11,Service Quality,I am not satisfied with how my previous complaint was handled.,3,19,0,1
C00871,2024-07-12,Service Quality,My meter reading submission didn't go through on the first try.,2,14,1,0
C00871,2024-05-28,Service Quality,The rate increase was not communicated clearly and came as a surprise.,3,1,0,1
C00871,2024-11-27,Meter Reading,The technician did not show up at the agreed time without any notice.,3,15,0,1
C00871,2024-02-13,Outage,I have escalated this complaint twice and it is still not resolved.,4,24,1,1
C00872,2023-03-23,Account Management,I have been trying to get this resolved for two weeks now.,3,18,1,1
C00872,2024-02-10,Technical,Just checking when my next meter read is scheduled.,1,3,0,1
C00872,2022-08-21,Technical,I waited longer than usual for a callback but it came eventually.,2,4,1,1
C00873,2022-04-09,Service Quality,The online chat bot could not help me and I had to call anyway.,3,12,0,0
C00874,2023-12-08,Service Quality,The customer service agent I spoke to was not very helpful.,3,9,1,0
C00875,2023-03-20,Billing,My power has been out for two days and nobody has given me an update.,4,11,1,1
C00875,2023-11-20,Meter Reading,The technician arrived a bit late but did a good job.,2,11,0,0
C00876,2023-09-27,Technical,I have escalated this complaint twice and it is still not resolved.,4,22,1,0
C00877,2023-03-28,Billing,I am going to leave a public review warning everyone about this company.,5,28,1,0
C00878,2023-09-13,Service Quality,I had trouble navigating the new online portal at first.,2,6,1,0
C00878,2024-06-27,Account Management,"Everything is fine, just updating my details.",1,8,1,1
C00878,2023-09-28,Outage,I was on hold for about 20 minutes which felt long.,2,9,0,1
C00879,2024-12-14,Meter Reading,The email confirmation for my account change took two days to arrive.,2,3,0,1
C00880,2024-07-13,Service Quality,I waited longer than usual for a callback but it came eventually.,2,11,0,1
C00881,2024-02-19,Meter Reading,The technician did not show up at the agreed time without any notice.,3,15,1,1
C00882,2024-04-18,Service Quality,I was on hold for about 20 minutes which felt long.,2,13,0,1
C00882,2022-03-24,Service Quality,Nobody in your company seems to take responsibility for anything.,4,4,1,0
C00882,2022-07-10,Outage,I need to change my contact phone number on the account.,1,4,1,1
C00883,2023-08-09,Meter Reading,I waited longer than usual for a callback but it came eventually.,2,3,0,1
C00884,2022-10-06,Technical,Quick question about the new tariff letter I received.,1,4,0,1
C00884,2022-11-18,Outage,Quick question about the new tariff letter I received.,1,2,1,1
C00885,2022-04-22,Account Management,I am very unhappy with the service. My complaint from last month is still open.,4,22,1,0
C00885,2024-04-09,Service Quality,This is the third billing error in a row. I am losing patience.,4,15,0,0
C00885,2024-05-15,Service Quality,My power has been out for two days and nobody has given me an update.,4,14,0,0
C00885,2024-06-12,Technical,The technician arrived a bit late but did a good job.,2,11,1,1
C00885,2022-09-24,Service Quality,I have been without power for five days and your team does not care at all.,5,9,0,0
C00887,2022-08-03,Account Management,I would like to know my current contract end date.,1,8,1,1
C00888,2024-06-06,Account Management,This is absolutely disgraceful. I am filing a formal complaint with the regulator.,5,9,0,0
C00888,2024-09-09,Service Quality,The technician arrived a bit late but did a good job.,2,2,1,0
C00888,2024-08-15,Outage,I have been trying to get this resolved for two weeks now.,3,15,0,1
C00888,2024-04-13,Account Management,The online chat bot could not help me and I had to call anyway.,3,8,0,1
C00888,2024-04-26,Account Management,I want to cancel my account. I have had enough of this terrible service.,5,2,1,1
C00888,2024-06-09,Technical,The worst customer experience I have ever had in my life.,5,22,1,1
C00888,2024-09-05,Service Quality,I want to switch to paperless billing.,1,2,0,1
C00889,2024-07-09,Outage,Calling to update my billing address.,1,1,0,1
C00890,2022-01-11,Service Quality,I would like to check my current balance please.,1,5,1,1
C00891,2023-04-01,Billing,I was on hold for about 20 minutes which felt long.,2,1,0,1
C00891,2023-06-27,Meter Reading,I have escalated this complaint twice and it is still not resolved.,4,8,1,0
C00891,2024-09-16,Account Management,"Everything is fine, just updating my details.",1,5,0,1
C00893,2024-07-11,Billing,I feel like loyal customers are not being valued the way they should be.,3,17,1,0
C00893,2022-06-14,Outage,I am very unhappy with the service. My complaint from last month is still open.,4,2,1,0
C00894,2024-04-20,Meter Reading,My meter reading submission didn't go through on the first try.,2,2,0,1
C00894,2024-08-28,Technical,The technician arrived a bit late but did a good job.,2,13,0,1
C00895,2024-06-25,Account Management,I have escalated this complaint twice and it is still not resolved.,4,5,0,1
C00895,2024-01-11,Account Management,I waited longer than usual for a callback but it came eventually.,2,4,0,1
C00895,2024-08-27,Technical,The technician arrived a bit late but did a good job.,2,13,1,1
C00895,2024-10-13,Technical,I have been trying to get this resolved for two weeks now.,3,6,1,1
C00896,2023-09-01,Meter Reading,Calling to update my billing address.,1,4,1,1
C00896,2024-11-19,Meter Reading,I had trouble navigating the new online portal at first.,2,1,1,0
C00896,2023-03-07,Billing,I have escalated this complaint twice and it is still not resolved.,4,9,0,0
C00897,2024-12-12,Account Management,I am not satisfied with how my previous complaint was handled.,3,18,0,1
C00898,2024-10-25,Technical,My bill has errors and I have had to call twice about the same issue.,3,8,0,1
C00898,2024-03-17,Service Quality,The worst customer experience I have ever had in my life.,5,6,0,1
C00898,2024-05-10,Technical,Calling to update my billing address.,1,5,0,1
C00898,2024-08-06,Technical,I am not satisfied with how my previous complaint was handled.,3,15,0,0
C00898,2024-01-04,Meter Reading,My meter reading submission didn't go through on the first try.,2,14,1,1
C00898,2024-08-07,Outage,I want a formal complaint registered. This has gone on too long.,4,12,0,0
C00899,2024-11-20,Meter Reading,I would like to check my current balance please.,1,8,0,0
C00900,2024-07-18,Service Quality,My bill was slightly higher than I expected this month.,2,14,1,1
C00901,2023-09-01,Technical,My bill has errors and I have had to call twice about the same issue.,3,14,0,0
